chrom	tss	strand	gene_name	gene_type
chr19	36033343	-	CLIP3	protein_coding
chr19	36054739	-	THAP8	protein_coding
chr19	36054649	+	WDR62	protein_coding
chr19	36111143	+	OVOL3	protein_coding
chr19	36115213	-	POLR2I	protein_coding
chr19	36114289	+	TBCB	protein_coding
chr19	36139953	+	CAPNS1	protein_coding
chr19	36152449	-	COX7A1	protein_coding
chr19	36246257	-	ZNF565	protein_coding
chr19	36214602	+	ZNF146	protein_coding
chr19	36379201	-	ZFP14	protein_coding
chr19	36418644	-	ZFP82	protein_coding
chr19	36489902	-	ZNF566	protein_coding
chr19	36528271	-	ZNF260	protein_coding
chr19	36605276	-	ZNF529	protein_coding
chr19	36604817	+	ZNF382	protein_coding
chr19	36666853	-	ZNF461	protein_coding
chr19	36687612	+	ZNF567	protein_coding
chr19	36772825	-	ZNF850	protein_coding
chr19	36850787	-	ZNF790	protein_coding
chr19	36850361	+	ZNF345	protein_coding
chr19	36850858	+	ENSG00000291239	protein_coding
chr19	36916291	-	ZNF829	protein_coding
chr19	36916316	+	ZNF568	protein_coding
chr19	37007857	+	ZNF420	protein_coding
chr19	37210512	-	ENSG00000267360	protein_coding
chr19	37172741	-	ZNF585A	protein_coding
chr19	37218153	-	ZNF585B	protein_coding
chr19	37217926	+	ZNF383	protein_coding
chr19	37312837	+	ZNF875	protein_coding
chr19	37371061	+	ZNF527	protein_coding
chr19	37469275	-	ZNF569	protein_coding
chr19	37467585	+	ZNF570	protein_coding
chr19	37506939	+	ZNF793	protein_coding
chr19	37551406	+	ZNF540	protein_coding
chr19	37594792	-	ZNF571	protein_coding
chr19	37692337	-	ZFP30	protein_coding
chr19	37719188	-	ENSG00000267552	protein_coding
chr19	37719761	-	ZNF607	protein_coding
chr19	37817300	-	ZNF573	protein_coding
chr19	37906677	-	WDR87	protein_coding
chr19	37907208	+	SIPA1L3	protein_coding
chr19	38229714	-	DPF1	protein_coding
chr19	38244035	+	SPINT2	protein_coding
chr19	38256532	-	PPP1R14A	protein_coding
chr19	38289151	+	ENSG00000267748	protein_coding
chr19	38317273	-	YIF1B	protein_coding
chr19	38304164	+	C19orf33	protein_coding
chr19	38319845	+	KCNK6	protein_coding
chr19	38335775	+	CATSPERG	protein_coding
chr19	38374563	+	PSMD8	protein_coding
chr19	38388082	-	GGN	protein_coding
chr19	38388421	+	SPRED3	protein_coding
chr19	38403093	+	FAM98C	protein_coding
chr19	38426305	-	RASGRP4	protein_coding
chr19	38433691	+	RYR1	protein_coding
chr19	38618882	-	MAP4K1	protein_coding
chr19	38619082	+	EIF3K	protein_coding
chr19	38647649	+	ACTN4	protein_coding
chr19	38769904	-	CAPN12	protein_coding
chr19	38773517	-	LGALS7	protein_coding
chr19	38789200	+	LGALS7B	protein_coding
chr19	38812945	-	LGALS4	protein_coding
chr19	38831841	-	ECH1	protein_coding
chr19	38840178	-	ENSG00000268083	protein_coding
chr19	38852347	-	HNRNPL	protein_coding
chr19	38878275	-	RINL	protein_coding
chr19	38899862	-	SIRT2	protein_coding
chr19	38899700	+	NFKBIB	protein_coding
chr19	38912186	-	CCER2	protein_coding
chr19	38930763	-	SARS2	protein_coding
chr19	38949855	-	ENSG00000269547	protein_coding
chr19	38930944	+	MRPS12	protein_coding
chr19	38975742	-	FBXO17	protein_coding
chr19	39032785	-	FBXO27	protein_coding
chr19	39083913	+	ACP7	protein_coding
chr19	39125770	+	PAK4	protein_coding
chr19	39196964	+	NCCRP1	protein_coding
chr19	39204263	-	SYCN	protein_coding
chr19	39245250	-	IFNL3	protein_coding
chr19	39248856	-	IFNL4	protein_coding
chr19	39268396	+	IFNL2	protein_coding
chr19	39296407	+	IFNL1	protein_coding
chr19	39320863	-	LRFN1	protein_coding
chr19	39342372	-	GMFG	protein_coding
chr19	39342421	+	SAMD4B	protein_coding
chr19	39391154	-	PAF1	protein_coding
chr19	39391303	+	MED29	protein_coding
chr19	39406847	+	ZFP36	protein_coding
chr19	39412669	+	PLEKHG2	protein_coding
chr19	39435949	-	RPS16	protein_coding
chr19	39436156	+	SUPT5H	protein_coding
chr19	39480412	+	TIMM50	protein_coding
chr19	39498895	+	DLL3	protein_coding
chr19	39515139	+	SELENOV	protein_coding
chr19	39532852	-	EID2B	protein_coding
chr19	39540161	-	EID2	protein_coding
chr19	39602524	+	LGALS13	protein_coding
chr19	39655913	+	LGALS16	protein_coding
chr19	39704481	+	LGALS14	protein_coding
chr19	39738029	-	CLC	protein_coding
chr19	39776595	+	LEUTX	protein_coding
chr19	39834201	-	DYRK1B	protein_coding
chr19	39831956	-	ENSG00000291312	protein_coding
chr19	39846379	-	FBL	protein_coding
chr19	39934626	-	FCGBP	protein_coding
chr19	39971165	+	PSMC4	protein_coding
chr19	39984134	+	ZNF546	protein_coding
chr19	40056231	-	ZNF780B	protein_coding
chr19	40090943	-	ZNF780A	protein_coding
chr19	40191426	+	MAP3K10	protein_coding
chr19	40218384	-	TTC9B	protein_coding
chr19	40226697	-	CCNP	protein_coding
chr19	40285536	-	AKT2	protein_coding
chr19	40348527	-	C19orf47	protein_coding
chr19	40348456	+	PLD3	protein_coding
chr19	40390181	-	HIPK4	protein_coding
chr19	40414793	-	PRX	protein_coding
chr19	40425992	-	SERTAD1	protein_coding
chr19	40444335	-	SERTAD3	protein_coding
chr19	40465764	-	BLVRB	protein_coding
chr19	40466241	+	SPTBN4	protein_coding
chr19	40576853	+	SHKBP1	protein_coding
chr19	40592883	+	LTBP4	protein_coding
chr19	40690972	-	NUMBL	protein_coding
chr19	40725784	-	COQ8B	protein_coding
chr19	40717112	+	ITPKC	protein_coding
chr19	40751553	-	ACTMAP	protein_coding
chr19	40750637	+	SNRPA	protein_coding
chr19	40771648	+	MIA	protein_coding
chr19	40771648	+	MIA-RAB4B	protein_coding
chr19	40778216	+	RAB4B	protein_coding
chr19	40778242	+	RAB4B-EGLN2	protein_coding
chr19	40798996	+	EGLN2	protein_coding
chr19	40801297	+	ENSG00000268797	protein_coding
chr19	40850447	-	CYP2A6	protein_coding
chr19	40882752	-	CYP2A7	protein_coding
chr19	40991282	+	CYP2B6	protein_coding
chr19	41088451	+	CYP2A13	protein_coding
chr19	41114432	+	CYP2F1	protein_coding
chr19	41193210	+	CYP2S1	protein_coding
chr19	41219223	+	AXL	protein_coding
chr19	41262496	+	HNRNPUL1	protein_coding
chr19	41353922	-	TGFB1	protein_coding
chr19	41310172	+	CCDC97	protein_coding
chr19	41350853	+	ENSG00000255730	protein_coding
chr19	41350911	+	TMEM91	protein_coding
chr19	41364165	-	B9D2	protein_coding
chr19	41397362	-	EXOSC5	protein_coding
chr19	41397808	+	BCKDHA	protein_coding
chr19	41428730	-	B3GNT8	protein_coding
chr19	41440717	-	DMAC2	protein_coding
chr19	41443156	+	ERICH4	protein_coding
chr19	41549518	+	CEACAM21	protein_coding
chr19	41627074	-	CEACAM4	protein_coding
chr19	41706976	-	CEACAM7	protein_coding
chr19	41708585	+	CEACAM5	protein_coding
chr19	41708657	+	ENSG00000267881	protein_coding
chr19	41750977	+	CEACAM6	protein_coding
chr19	41796587	+	CEACAM3	protein_coding
chr19	41844697	-	LYPD4	protein_coding
chr19	41844743	+	DMRTC2	protein_coding
chr19	41860255	+	RPS19	protein_coding
chr19	41877279	+	CD79A	protein_coding
chr19	41883173	+	ARHGEF1	protein_coding
chr19	41928449	-	ERFL	protein_coding
chr19	41959321	-	RABAC1	protein_coding
chr19	41994232	-	ENSG00000285505	protein_coding
chr19	41997497	-	ATP1A3	protein_coding
chr19	42070206	-	GRIK5	protein_coding
chr19	42068477	+	ZNF574	protein_coding
chr19	42196585	-	POU2F2	protein_coding
chr19	42220140	-	DEDD2	protein_coding
chr19	42232149	-	ENSG00000288671	protein_coding
chr19	42220292	+	ZNF526	protein_coding
chr19	42242625	-	GSK3A	protein_coding
chr19	42255132	-	ENSG00000268643	protein_coding
chr19	42255128	-	ERF	protein_coding
chr19	42268537	+	CIC	protein_coding
chr19	42303546	-	PAFAH1B3	protein_coding
chr19	42302098	+	PRR19	protein_coding
chr19	42313309	+	TMEM145	protein_coding
chr19	42325609	+	MEGF8	protein_coding
chr19	42390297	-	CNFN	protein_coding
chr19	42427388	-	LIPE	protein_coding
chr19	42442946	-	CXCL17	protein_coding
chr19	42561234	-	CEACAM1	protein_coding
chr19	42595055	-	CEACAM8	protein_coding
chr19	42740481	-	PSG3	protein_coding
chr19	42765678	-	PSG8	protein_coding
chr19	42879822	-	PSG1	protein_coding
chr19	42919563	-	PSG6	protein_coding
chr19	42937207	-	PSG7	protein_coding
chr19	43026474	-	PSG11	protein_coding
chr19	43083045	-	PSG2	protein_coding
chr19	43186536	-	PSG5	protein_coding
chr19	43207299	-	PSG4	protein_coding
chr19	43269530	-	PSG9	protein_coding
chr19	43353686	+	CD177	protein_coding
chr19	43401496	+	TEX101	protein_coding
chr19	43465608	-	LYPD3	protein_coding
chr19	43504935	-	PHLDB3	protein_coding
chr19	43527230	-	ETHE1	protein_coding
chr19	43525497	+	ZNF575	protein_coding
chr19	43580473	-	XRCC1	protein_coding
chr19	43593036	-	ENSG00000268361	protein_coding
chr19	43575801	+	PINLYP	protein_coding
chr19	43596134	-	IRGQ	protein_coding
chr19	43596392	+	ZNF576	protein_coding
chr19	43596617	+	SRRM5	protein_coding
chr19	43619629	-	ZNF428	protein_coding
chr19	43639850	-	CADM4	protein_coding
chr19	43670547	-	PLAUR	protein_coding
chr19	43716076	+	IRGC	protein_coding
chr19	43754962	-	SMG9	protein_coding
chr19	43780976	-	KCNN4	protein_coding
chr19	43827206	-	LYPD5	protein_coding
chr19	43827321	+	ZNF283	protein_coding
chr19	43901385	-	ZNF404	protein_coding
chr19	43935282	-	ZNF45	protein_coding
chr19	43951223	+	ZNF221	protein_coding
chr19	43967862	+	ZNF155	protein_coding
chr19	44002957	+	ZNF230	protein_coding
chr19	44025342	+	ZNF222	protein_coding
chr19	44025354	+	ENSG00000267022	protein_coding
chr19	44051367	+	ZNF223	protein_coding
chr19	44072159	+	ZNF284	protein_coding
chr19	44094361	+	ZNF224	protein_coding
chr19	44112181	+	ZNF225	protein_coding
chr19	44141554	+	ZNF234	protein_coding
chr19	44165073	+	ZNF226	protein_coding
chr19	44207547	+	ZNF227	protein_coding
chr19	44305046	-	ZNF235	protein_coding
chr19	44259880	+	ZNF233	protein_coding
chr19	44367217	-	ZNF112	protein_coding
chr19	44401608	-	ENSG00000267173	protein_coding
chr19	44401608	-	ZNF285	protein_coding
chr19	44448578	-	ZNF229	protein_coding
chr19	44500524	-	ZNF180	protein_coding
chr19	44529788	-	CEACAM20	protein_coding
chr19	44613563	+	IGSF23	protein_coding
chr19	44643798	+	PVR	protein_coding
chr19	44662278	+	CEACAM19	protein_coding
chr19	44699151	+	CEACAM16	protein_coding
chr19	44747705	+	BCL3	protein_coding
chr19	44777869	+	CBLC	protein_coding
chr19	44809071	+	BCAM	protein_coding
chr19	44846175	+	NECTIN2	protein_coding
chr19	44890569	+	TOMM40	protein_coding
chr19	44905791	+	APOE	protein_coding
chr19	44914247	+	APOC1	protein_coding
chr19	44942237	+	APOC4	protein_coding
chr19	44942238	+	APOC4-APOC2	protein_coding
chr19	44946035	+	APOC2	protein_coding
chr19	44954585	+	CLPTM1	protein_coding
chr19	45001461	+	RELB	protein_coding
chr19	45039045	+	CLASRP	protein_coding
chr19	45076478	-	ZNF296	protein_coding
chr19	45079195	+	GEMIN7	protein_coding
chr19	45079288	+	MARK4	protein_coding
chr19	45091396	+	PPP1R37	protein_coding
chr19	45160982	-	NKPD1	protein_coding
chr19	45178237	-	TRAPPC6A	protein_coding
chr19	45178784	+	BLOC1S3	protein_coding
chr19	45245407	-	EXOC3L2	protein_coding
chr19	45322875	-	CKM	protein_coding
chr19	45333434	+	KLC3	protein_coding
chr19	45370918	-	ERCC2	protein_coding
chr19	45406349	-	PPP1R13L	protein_coding
chr19	45406644	+	POLR1G	protein_coding
chr19	45478828	-	ERCC1	protein_coding
chr19	45467995	+	FOSB	protein_coding
chr19	45497055	-	RTN2	protein_coding
chr19	45488777	+	PPM1N	protein_coding
chr19	45506579	+	VASP	protein_coding
chr19	45602212	-	OPA3	protein_coding
chr19	45602212	-	GPR4	protein_coding
chr19	45645602	-	EML2	protein_coding
chr19	45668221	+	GIPR	protein_coding
chr19	45692569	-	SNRPD2	protein_coding
chr19	45692403	+	QPCTL	protein_coding
chr19	45730896	-	FBXO46	protein_coding
chr19	45733439	+	MEIOSIN	protein_coding
chr19	45769252	-	SIX5	protein_coding
chr19	45782552	-	DMPK	protein_coding
chr19	45785973	-	ENSG00000268434	protein_coding
chr19	45792845	-	DMWD	protein_coding
chr19	45815308	-	RSPH6A	protein_coding
chr19	45863194	-	SYMPK	protein_coding
chr19	45863989	+	FOXA3	protein_coding
chr19	45886141	-	IRF2BP1	protein_coding
chr19	45902613	-	MYPOP	protein_coding
chr19	45914778	-	NANOS2	protein_coding
chr19	45974044	-	NOVA2	protein_coding
chr19	45995461	+	CCDC61	protein_coding
chr19	46023053	-	PGLYRP1	protein_coding
chr19	46077118	-	IGFL4	protein_coding
chr19	46124688	-	IGFL3	protein_coding
chr19	46143106	+	IGFL2	protein_coding
chr19	46229742	+	IGFL1	protein_coding
chr19	46297042	+	HIF3A	protein_coding
chr19	46347087	+	PPP5C	protein_coding
chr19	46413564	-	CCDC8	protein_coding
chr19	46428936	-	PNMA8C	protein_coding
chr19	46471563	-	PNMA8A	protein_coding
chr19	46495879	-	PNMA8B	protein_coding
chr19	46601074	+	CALM3	protein_coding
chr19	46625089	-	PTGIR	protein_coding
chr19	46636541	-	GNG8	protein_coding
chr19	46661182	-	DACT3	protein_coding
chr19	46717127	-	PRKD2	protein_coding
chr19	46746994	-	STRN4	protein_coding
chr19	46746046	+	FKRP	protein_coding
chr19	46788594	-	SLC1A5	protein_coding
chr19	46850846	-	AP2S1	protein_coding
chr19	46860997	+	ARHGAP35	protein_coding
chr19	47019837	+	NPAS1	protein_coding
chr19	47048624	-	TMEM160	protein_coding
chr19	47113776	-	ZC3H4	protein_coding
chr19	47113274	+	SAE1	protein_coding
chr19	47232766	-	BBC3	protein_coding
chr19	47255980	+	CCDC9	protein_coding
chr19	47274885	+	INAFM1	protein_coding
chr19	47290023	+	C5AR1	protein_coding
chr19	47332175	+	C5AR2	protein_coding
chr19	47349315	+	DHX34	protein_coding
chr19	47419527	-	MEIS3	protein_coding
chr19	47471893	-	SLC8A2	protein_coding
chr19	47484265	-	KPTN	protein_coding
chr19	47515091	-	NAPA	protein_coding
chr19	47573148	-	ZNF541	protein_coding
chr19	47608196	+	BICRA	protein_coding
chr19	47713422	+	EHD2	protein_coding
chr19	47745546	+	NOP53	protein_coding
chr19	47778677	+	SELENOW	protein_coding
chr19	47819051	-	TPRX1	protein_coding
chr19	47819779	+	CRX	protein_coding
chr19	47859235	+	TPRX2	protein_coding
chr19	47886315	-	SULT2A1	protein_coding
chr19	47992170	-	BSPH1	protein_coding
chr19	47994632	+	ELSPBP1	protein_coding
chr19	48044079	-	CABP5	protein_coding
chr19	48110817	-	PLA2G4C	protein_coding
chr19	48170603	-	LIG1	protein_coding
chr19	48170680	+	ZSWIM9	protein_coding
chr19	48255946	-	CARD8	protein_coding
chr19	48270081	+	ZNF114	protein_coding
chr19	48321971	-	ODAD1	protein_coding
chr19	48321509	+	EMP3	protein_coding
chr19	48364059	-	TMEM143	protein_coding
chr19	48364367	+	SYNGR4	protein_coding
chr19	48391551	-	KDELR1	protein_coding
chr19	48393668	+	GRIN2D	protein_coding
chr19	48445841	+	GRWD1	protein_coding
chr19	48455574	+	KCNJ14	protein_coding
chr19	48465837	+	ENSG00000268465	protein_coding
chr19	48469208	+	CYTH2	protein_coding
chr19	48513935	-	LMTK3	protein_coding
chr19	48552172	+	SULT2B1	protein_coding
chr19	48615076	-	FAM83E	protein_coding
chr19	48606742	+	SPACA4	protein_coding
chr19	48619184	-	RPL18	protein_coding
chr19	48619291	+	SPHK2	protein_coding
chr19	48637379	-	DBP	protein_coding
chr19	48646187	-	CA11	protein_coding
chr19	48673081	-	NTN5	protein_coding
chr19	48695971	+	FUT2	protein_coding
chr19	48719725	-	MAMSTR	protein_coding
chr19	48740610	-	RASIP1	protein_coding
chr19	48746909	-	IZUMO1	protein_coding
chr19	48755390	-	FUT1	protein_coding
chr19	48755524	+	FGF21	protein_coding
chr19	48811029	-	BCAT2	protein_coding
chr19	48836510	-	HSD17B14	protein_coding
chr19	48868617	-	PLEKHA4	protein_coding
chr19	48872212	+	PPP1R15A	protein_coding
chr19	48898744	-	TULP2	protein_coding
chr19	48900050	+	NUCB1	protein_coding
chr19	48933699	+	DHDH	protein_coding
chr19	48954815	+	BAX	protein_coding
chr19	48965309	+	FTL	protein_coding
chr19	48993310	-	GYS1	protein_coding
chr19	48993562	+	RUVBL2	protein_coding
chr19	49017091	-	LHB	protein_coding
chr19	49020549	-	ENSG00000268655	protein_coding
chr19	49024333	-	CGB3	protein_coding
chr19	49036895	-	ENSG00000267335	protein_coding
chr19	49031890	+	CGB2	protein_coding
chr19	49036895	-	CGB1	protein_coding
chr19	49043848	+	CGB5	protein_coding
chr19	49049111	-	CGB8	protein_coding
chr19	49058860	-	CGB7	protein_coding
chr19	49065076	-	ENSG00000283663	protein_coding
chr19	49065076	-	NTF4	protein_coding
chr19	49072699	-	KCNA7	protein_coding
chr19	49085419	+	SNRNP70	protein_coding
chr19	49114324	+	LIN7B	protein_coding
chr19	49119143	-	C19orf73	protein_coding
chr19	49119544	+	PPFIA3	protein_coding
chr19	49155396	-	HRC	protein_coding
chr19	49157741	+	TRPM4	protein_coding
chr19	49325215	-	SLC6A16	protein_coding
chr19	49335171	+	CD37	protein_coding
chr19	49362457	-	TEAD2	protein_coding
chr19	49361783	+	DKKL1	protein_coding
chr19	49388219	+	KASH5	protein_coding
chr19	49423441	-	PTH2	protein_coding
chr19	49423749	+	GFY	protein_coding
chr19	49442360	-	SLC17A7	protein_coding
chr19	49453497	-	PIH1D1	protein_coding
chr19	49453225	+	ALDH16A1	protein_coding
chr19	49462752	+	ENSG00000269469	protein_coding
chr19	49474207	+	FLT3LG	protein_coding
chr19	49487510	+	RPL13A	protein_coding
chr19	49496365	+	RPS11	protein_coding
chr19	49506816	+	FCGRT	protein_coding
chr19	49528003	+	RCN3	protein_coding
chr19	49590262	-	NOSIP	protein_coding
chr19	49580646	+	PRRG2	protein_coding
chr19	49591182	+	PRR12	protein_coding
chr19	49640143	-	RRAS	protein_coding
chr19	49642209	+	SCAF1	protein_coding
chr19	49665875	-	IRF3	protein_coding
chr19	49665142	+	BCL2L12	protein_coding
chr19	49675786	+	PRMT1	protein_coding
chr19	49689594	+	ADM5	protein_coding
chr19	49690898	+	CPT1C	protein_coding
chr19	49763306	-	TSKS	protein_coding
chr19	49767001	+	AP2A1	protein_coding
chr19	49817376	-	FUZ	protein_coding
chr19	49818282	+	MED25	protein_coding
chr19	49850735	+	PTOV1	protein_coding
chr19	49878351	-	PNKP	protein_coding
chr19	49878459	-	AKT1S1	protein_coding
chr19	49877666	+	TBC1D17	protein_coding
chr19	49929539	-	IL4I1	protein_coding
chr19	49929764	-	NUP62	protein_coding
chr19	49958391	-	ENSG00000269179	protein_coding
chr19	49928702	+	ATF5	protein_coding
chr19	49961172	-	SIGLEC11	protein_coding
chr19	49969600	+	SIGLEC16	protein_coding
chr19	50025946	-	VRK3	protein_coding
chr19	50025714	+	ZNF473	protein_coding
chr19	50163281	-	IZUMO2	protein_coding
chr19	50188186	+	MYH14	protein_coding
chr19	50333515	-	KCNC3	protein_coding
chr19	50329653	+	NR1H2	protein_coding
chr19	50365830	-	NAPSA	protein_coding
chr19	50384204	+	POLD1	protein_coding
chr19	50415799	+	ENSG00000142539	protein_coding
chr19	50418938	+	SPIB	protein_coding
chr19	50432892	+	MYBPC2	protein_coding
chr19	50476848	-	GARIN5A	protein_coding
chr19	50476400	+	EMC10	protein_coding
chr19	50511220	-	JOSD2	protein_coding
chr19	50514690	-	ASPDH	protein_coding
chr19	50568435	-	LRRC4B	protein_coding
chr19	50639881	-	SYT3	protein_coding
chr19	50649445	+	C19orf81	protein_coding
chr19	50719802	-	SHANK1	protein_coding
chr19	50723364	+	CLEC11A	protein_coding
chr19	50770464	+	GPR32	protein_coding
chr19	50793142	-	SMIM47	protein_coding
chr19	50790415	+	ACP4	protein_coding
chr19	50823787	-	KLK1	protein_coding
chr19	50837213	-	KLK15	protein_coding
chr19	50854915	+	KLK3	protein_coding
chr19	50861568	+	KLK2	protein_coding
chr19	50911395	-	KLK4	protein_coding
chr19	50953093	-	KLK5	protein_coding
chr19	50969673	-	KLK6	protein_coding
chr19	50984099	-	KLK7	protein_coding
chr19	51002711	-	KLK8	protein_coding
chr19	51009581	-	ENSG00000269741	protein_coding
chr19	51009634	-	KLK9	protein_coding
chr19	51020175	-	KLK10	protein_coding
chr19	51028039	-	KLK11	protein_coding
chr19	51035230	-	KLK12	protein_coding
chr19	51065114	-	KLK13	protein_coding
chr19	51084245	-	KLK14	protein_coding
chr19	51108409	-	CTU1	protein_coding
chr19	51124906	+	SIGLEC9	protein_coding
chr19	51142299	+	SIGLEC7	protein_coding
chr19	51225064	+	CD33	protein_coding
chr19	51246348	+	SIGLECL1	protein_coding
chr19	51311644	+	IGLON5	protein_coding
chr19	51342139	-	VSIG10L	protein_coding
chr19	51366388	-	ETFB	protein_coding
chr19	51368099	-	ENSG00000269403	protein_coding
chr19	51369003	-	CLDND2	protein_coding
chr19	51372701	-	NKG7	protein_coding
chr19	51387974	-	LIM2	protein_coding
chr19	51390591	-	C19orf84	protein_coding
chr19	51417803	-	SIGLEC10	protein_coding
chr19	51458456	-	SIGLEC8	protein_coding
chr19	51478539	+	CEACAM18	protein_coding
chr19	51501800	-	SIGLEC12	protein_coding
chr19	51531856	-	SIGLEC6	protein_coding
chr19	51571283	+	ZNF175	protein_coding
chr19	51630401	-	SIGLEC5	protein_coding
